nuts,time,mean_temperature,hot_days,total_precipitation,extreme_precipitation_days,consecutive_dry_days,mean_wind_speed,fwi
PL,1966-07-01,290.980331880003,0.008295412066773063,126.51532034657095,0.750097553226218,4.0560267535519845,3.2779503598970323,4.113494979169412
PL,1966-08-01,289.80717078546684,0.42213615833220625,90.81420641602409,1.0017669860659788,7.5777453614956025,3.2300501479445036,5.943962705061081
PL,1966-09-01,285.67361195258485,0.0,43.70533616043991,0.06963875689191586,8.445500892814582,3.8291705127201476,5.440001208044728
PL,1966-10-01,284.44454156481817,0.0,62.61733612129415,0.8665880212229539,9.285239986180667,3.4501754891328145,5.253537090130257
PL,1966-11-01,275.6889569174359,0.0,62.37875624013509,1.225592640764433,8.93224238154018,3.734090185654326,0.877176729316119
PL,1966-12-01,272.801582145039,0.0,82.18516681360113,1.4333056708440757,4.641068127329405,4.150809831492791,0.11161592308959387
PL,1967-01-01,268.99028216444094,0.0,63.92994064013737,0.7592856184552319,6.445051358554991,4.233329913398237,0.10117917437592472
PL,1967-02-01,273.34115304763867,0.0,62.64175737320425,1.5165843627314621,9.969262831858188,4.633088675126744,0.5436324223869038
PL,1967-03-01,277.86979514188954,0.0,65.30996431516077,0.24837409394340917,5.800366491090569,4.551733486796054,0.8800483052692465
PL,1967-04-01,280.1504024013112,0.0,70.41052577009762,0.8052503949772101,5.920618706870198,3.9631438643405206,3.259074170856393
PL,1967-05-01,286.710925312775,0.0,70.03227912199104,0.6466367470162261,8.456515800446137,3.4091518920948873,6.161080937066559
PL,1967-06-01,289.1148930457857,0.3717047741008425,84.46126852165207,0.8491267955675691,5.094243712801818,3.1576330277140148,6.833587843376401
PL,1967-07-01,292.2382943280746,0.7186679377657501,73.61523299269211,0.289020438011823,5.724785404934684,2.6850215424913335,8.514115103567665
PL,1967-08-01,290.2509325964736,0.1942013400674557,79.50046247213066,0.6401499848872857,5.619074805151714,2.8370724980963806,5.512914536530787
PL,1967-09-01,288.7463448874226,0.014033225330497319,70.80659677047801,0.7918299762879125,6.788421989152824,3.213833480756841,6.733593907833942
PL,1967-10-01,284.3329366089024,0.0,54.653368029881136,0.17745787338074415,5.887859250390594,4.255255735221687,3.2765582508776414
PL,1967-11-01,277.0922959942728,0.0,47.639727413855475,0.5245761163318619,8.235151937309709,4.0404846574220725,1.4941092280990234
PL,1967-12-01,271.82373241540654,0.0,83.39759680237023,1.5559297051424847,4.214413015151499,4.42021670544942,0.13809466187010944
PL,1968-01-01,269.4707259999512,0.0,75.70028061607893,1.3371414063301585,5.163827091297214,4.246874548873154,0.07455556492719076
PL,1968-02-01,272.54495840494025,0.0,43.360279377731146,0.36238936788636994,6.425912377783207,3.515620773963215,0.23287407152844897
PL,1968-03-01,276.2837332889698,0.0,44.03349039725032,0.17302275615431423,7.313189398423115,4.427593330141543,2.069239127281529
PL,1968-04-01,282.2456657714226,0.05060044105508376,44.95590342497159,0.42993608041837245,13.315969777168736,3.3223277633674706,6.287407638147806
PL,1968-05-01,284.77576291842075,0.0,89.33585136007547,0.7325134585795855,4.7510747287796695,3.538389927174914,4.260897818583939
